Id,Label,timeset,Gender,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,modularity_class
2130,"Isabel de Valognes, lady of Kilbride",,F,0,2,2,0,2,2,66
2154,"Helen, wife of Bernard of Airth",,F,0,2,2,0,3,3,66
2157,"Dougal, brother of Earl Mael Domnaig of Lennox",,M,1,2,3,1,4,5,66
2160,Bernard of Airth,,M,0,2,2,0,3,3,66
2202,William of Conisbrough (son of William),,M,0,2,2,0,2,2,66
2244,"Henry, son of Adam of Lour / Nevay",,M,0,2,2,0,2,2,74
2257,Alexander Balliol of Cavers (d.c.1311),,M,1,2,3,1,2,3,9
2259,William de Valognes (TRA3) (son of William),,M,0,2,2,0,2,2,73
2264,"Alexander Murray, knight (son of Richard)",,M,0,2,2,0,4,4,73
2276,"Malcolm Murray, knight",,M,0,2,2,0,3,3,73
2278,"Ranulf of Strachan, knight",,M,0,2,2,0,2,2,95
2319,"Robert of Smailholm, abbot of Kelso (d.1258)",,M,0,2,2,0,2,2,73
2324,"Hugh Gifford, son of John Gifford",,M,2,2,4,2,2,4,1
2357,"John of Strathbogie, earl of Atholl (d.1306)",,M,0,2,2,0,2,2,96
2360,"Gilbert of Ruthven, lord of Ruthven in Strathearn",,M,0,2,2,0,3,3,1
2401,"Richard of Bickerton, knight",,M,1,2,3,1,2,3,1
2418,"Hugh of Wells, bishop of Lincoln (d.1235)",,M,0,2,2,0,2,2,68
2419,"Walter Gray, archbishop of York (d.1255)",,M,0,2,2,0,2,2,9
2421,"Osbert, bishop of Dunblane (d.1231)",,M,0,2,2,0,2,2,68
2424,"Simon, bishop of the Isles (d.1248)",,M,0,2,2,0,2,2,9
2425,"Mark, bishop of the Isles (d.1303)",,M,0,2,2,0,2,2,9
2450,"Bertram of Middleton, prior of Durham (fl.1244-58)",,M,0,2,2,0,2,2,3
2500,Chapter of Durham Cathedral,,I,0,2,2,0,2,2,97
2508,Chapter of St Andrews,,I,0,2,2,0,2,2,9
2578,"William of Scremerston, knight",,M,1,2,3,1,2,3,3
2580,Eustace of Newbiggin,,M,0,2,2,0,3,3,3
2993,"Constantine of Lochore (II), son of Philip",,M,0,2,2,0,2,2,73
3008,John Montgomery,,M,0,2,2,0,3,3,71
3100,"David of Lyne, son of Robert (father of Robert)",,M,0,2,2,0,2,2,1
3272,Laurence Avenel,,M,0,2,2,0,3,3,66
3277,"Richard, dean of Kyle (fl.1276)",,M,0,2,2,0,2,2,66
3290,Chapter of Moray,,I,3,2,5,3,3,6,69
3291,"Reginald Cheyne, younger, lord of Duffus",,M,1,2,3,1,2,3,69
3350,"Adam of Makerstoun, master, provost (d.1280x86)",,M,0,2,2,0,2,2,67
3366,"Patrick Corbet, lord of Fogo",,M,0,2,2,0,3,3,71
3462,"John Clerk, son of Matthew the lorimer of Perth",,M,0,2,2,0,2,2,67
3466,"William de Munfichet (Muschet), sheriff of Perth (13C)",,M,0,2,2,0,3,3,74
3486,Chapter of Dunblane,,I,0,2,2,0,2,2,68
3487,"John Fraser of Glenholm, clerk",,M,0,2,2,0,2,2,73
3493,"Robert, deacon, son of Hugh",,M,0,2,2,0,2,2,9
3521,"Adam de Prebenda, dean of Dunkeld (fl.1229x36-45)",,M,0,2,2,0,4,4,73
3526,"W., dean of Dunblane (fl.1239-40)",,M,0,2,2,0,2,2,68
3550,John Moneypenny,,M,3,2,5,3,2,5,9
3581,Adam of Ness,,M,0,2,2,0,2,2,69
3644,"Walter, son of Robert, persona of Ednam",,M,1,2,3,1,2,3,73
3669,"Guy, chaplain",,M,0,2,2,0,2,2,69
3675,"Adam, son of Henry of Prenderguest (I)",,M,0,2,2,0,2,2,3
3766,Clergy of Dunblane,,M,0,2,2,0,2,2,67
3771,"Peter, abbot of Cambuskenneth  (fl.1235-40)",,M,0,2,2,0,2,2,67
4001,Hugh of Biggar,,M,0,2,2,0,2,2,66
4251,Robert Fyndoc,,M,1,2,3,1,2,3,69
4284,"David Lindsay (II), son of David (I), lord of Luffness (d.1241)",,M,0,2,2,0,7,7,1
4384,William de Vescy (II) (d.1253),,M,0,2,2,0,4,4,71
4393,"Avice of Lancaster, wife of Richard de Moreville (d.1191)",,F,0,2,2,0,5,5,9
4425,"William Lindsay (IV), son of Walter (III) (d.c.1247)",,M,0,2,2,0,2,2,73
4437,Roger Burnard (mid13C),,M,0,2,2,0,3,3,71
4458,Ranulf/Ralph of Bunkle,,M,1,2,3,1,3,4,3
4460,"Ness, master, king's physician",,M,1,2,3,1,2,3,74
4464,Simon Crook (son of Robert),,M,1,2,3,1,2,3,66
4466,"Malcolm, earl of Angus (d.1236x42)",,M,0,2,2,0,4,4,68
4526,"William, son of Robert of Scremerston",,M,0,2,2,0,2,2,3
4564,"William Colville, son of Thomas Colville",,M,1,2,3,1,2,3,1
4579,"David, lord of Strathbogie, son of Earl Duncan (II) ",,M,0,2,2,0,2,2,69
4585,Richard de Bataille,,M,0,2,2,0,2,2,74
4618,"Galiena, wife of Philip de Mowbray",,F,1,2,3,1,4,5,73
4620,"Margaret, daughter of William I, wife of Eustace de Vescy",,F,1,2,3,1,4,5,71
4625,Malcolm Lockhart (12C/13C),,M,0,2,2,0,2,2,66
4636,Waleran de Normanville (d.1253),,M,2,2,4,2,2,4,71
4709,"William Prat, sheriff of Aberdeen",,M,0,2,2,0,2,2,73
4752,"William de Forz, count of Aumale (d.1260)",,M,0,2,2,0,2,2,66
4923,"R., abbot of Dunfermline (unknown)",,M,0,2,2,0,2,2,4
4959,"Robert, abbot of Dunfermline (either of Keldeleth or of Crail)",,M,0,2,2,0,2,2,5
4987,"Michael, prior of Guisborough",,M,0,2,2,0,3,3,66
5050,"John (II) of Morham, son of John Malherbe (I)",,M,0,2,2,0,3,3,68
5051,Gilbert de St Martin of Bara,,M,0,2,2,0,2,2,66
5136,"Hugh, abbot of Culross (d.1245)",,M,0,2,2,0,2,2,67
5267,"Gilbert of Fintray, burgess of Aberdeen",,M,0,2,2,0,2,2,69
5338,"Simon, son of Thomas",,M,4,2,6,4,3,7,3
5375,"Adam, son of Adam of Edington, knight",,M,0,2,2,0,2,2,3
5386,"John, master of nuns of St Bothans",,M,0,2,2,0,2,2,3
5393,"Robert of Bernham, mayor of Berwick",,M,0,2,2,0,2,2,71
5557,"Matilda, countess of Angus",,F,0,2,2,0,4,4,68
5601,"Isabel, countess of Atholl",,F,0,2,2,0,4,4,74
5625,Ralph Maule,,M,0,2,2,0,2,2,1
5634,"Simon Lindsay, knight (mid 13C)",,M,1,2,3,1,2,3,72
5721,David of Inchyra,,M,0,2,2,0,2,2,67
5791,Thomas Gordon,,M,0,2,2,0,4,4,72
5798,"Ness, son of Ness of Waughton",,M,0,2,2,0,3,3,1
5803,"Adam of Fans, son of Richard",,M,0,2,2,0,2,2,9
5865,"Margery, countess of Carrick",,F,0,2,2,0,2,2,71
5874,"Patrick (IV), earl of Dunbar/March (d.1308)",,M,0,2,2,0,4,4,72
5902,"Gilbert, son of Aldan",,M,0,2,2,0,3,3,72
5922,"Richard of Lennel, son of Norman",,M,0,2,2,0,2,2,69
5948,"Alan, son of Thomas of Darnchester",,M,0,2,2,0,2,2,72
5967,Philip of Halliburton,,M,0,2,2,0,7,7,72
6175,Richard Gordon,,M,0,2,2,0,2,2,72
6398,"Guy de Normanville, knight",,M,1,2,3,1,3,4,71
6465,"Roger Maule ",,M,0,2,2,0,2,2,75
6470,"Henry, son of Samson of Longcroft",,M,0,2,2,0,6,6,9
6472,"Forbflaith, daughter of Cairell the judex",,F,0,2,2,0,2,2,66
6474,Richard Maitland (fl.1228x60),,M,0,2,2,0,3,3,9
6562,"Reginald (Ragnvald), lord of Argyll",,M,0,2,2,0,3,3,66
6566,"Rory, son of Reginald (Ragnvald)",,M,0,2,2,0,2,2,66
6598,"Robert Bruce VI, earl of Carrick (d.1304)",,M,0,2,2,0,2,2,71
6680,Robert of Kirkconnell (son of Simon),,M,0,2,2,0,2,2,75
6800,"Eugenius (Ewen), son of Duncan, lord of Argyll (d. ca 1268)",,M,0,2,2,0,2,2,6
7224,"Mauricius (Murdoch) of Luss, lord of Luss",,M,0,2,2,0,2,2,66
7554,"Thomas, clerk, son of William of Collielaw",,M,0,2,2,0,2,2,9
7826,"Thomas, son of Cospatric of Workington/Colvend (d.1201)",,M,0,2,2,0,2,2,75
7859,"Michael Fleming, king's clerk",,M,2,2,4,2,2,4,71
7927,Agnes Bruce,,F,0,2,2,0,2,2,69
7959,Robert Bruce III (d.a.1191),,M,0,2,2,0,2,2,75
7962,Walter del Bois (12C),,M,0,2,2,0,4,4,3
8131,"Adam, son of John of Ayton",,M,0,2,2,0,2,2,3
8138,"Sybil, daughter of Maurice of Ayton",,F,0,2,2,0,2,2,3
8144,"Walter, son of Robert Purroc",,M,1,2,3,1,5,6,3
8224,"Euphemia, wife of Robert Bruce II",,F,0,2,2,0,2,2,75
8493,"Dougal, son of Christian of Lennox ",,M,0,2,2,0,3,3,66
8526,"William, son of Henry of Anstruther ",,M,0,2,2,0,2,2,69
8671,Gilbert de Camera,,M,1,2,3,1,2,3,7
8721,William of Horndean,,M,0,2,2,0,2,2,72
8830,"Michael Scott, son of Malothen (1230s)",,M,0,2,2,0,2,2,73
8908,"Vincent Avenel, son of Robert Avenel",,M,0,2,2,0,3,3,71
8942,William of Halkerston,,M,0,2,2,0,3,3,71
8943,"Richard, brother of William of Halkerston",,M,0,2,2,0,3,3,71
8966,"Ralph de Clare, son of Ralph de Clare",,M,1,2,3,1,4,5,72
8969,"Gilbert Avenel, son of Willam Avenel (13C)",,M,0,2,2,0,2,2,72
9134,Alexander of the River,,M,0,2,2,0,2,2,72
9138,"William, son of Robert (BWK)",,M,0,2,2,0,4,4,9
9571,"Morgan Macnab, son of John Abb of Brechin",,M,0,2,2,0,2,2,68
9716,Thomas Gordon (son of Thomas),,M,0,2,2,0,11,11,72
9772,Waltheof of Strachan,,M,0,2,2,0,2,2,1
9809,Ranulf/Ralph of Halton,,M,0,2,2,0,2,2,69
9975,William of Hatley,,M,0,2,2,0,2,2,72
10021,"William de Vieuxpont (III), son of Emma",,M,0,2,2,0,11,11,72
10082,Henry of Mow,,M,0,2,2,0,3,3,72
10266,Richard of Lincoln (Junior),,M,1,2,3,2,5,7,72
10367,"John of Ainslie, knight",,M,0,2,2,0,2,2,8
10380,"Simon, thane of Aberchirder",,M,0,2,2,0,2,2,69
10388,"Euphemia, wife of Walter Murray of Duffus",,F,0,2,2,0,2,2,69
10392,"Augustine, son of Robert Augustine, lord of Inverallan",,M,0,2,2,0,2,2,69
10589,"Christiana, daughter of Adam son of Gilbert of Kilbucho",,F,0,2,2,0,2,2,69
10598,"Ralph Burnard, son of Roger Burnard",,M,0,2,2,0,2,2,66
10635,"John, son of Hugh of Redden",,M,0,2,2,0,3,3,72
10709,"Walter, son of David son of Truite",,M,0,2,2,0,2,2,72
10727,"Jordan Brack ",,M,0,2,2,0,2,2,9
10863,"Simon Lockhart, son of Malcolm Lockhart",,M,0,2,2,0,3,3,72
10939,"Alice, daughter of John son of Ranulf of Cramond",,F,0,2,2,0,2,2,73
11080,Malcolm Dunne,,M,0,2,2,0,2,2,66
11083,"Alice, daughter of William de Moreville ",,F,0,2,2,0,2,2,66
11149,Nicholas de Campania (Champagne),,M,0,2,2,0,2,2,69
11246,Margery de Lascelles,,F,0,2,2,0,3,3,73
11255,Ada Colville,,F,0,2,2,0,3,3,1
11424,"Muriel, daughter of Congal son of Duncan",,F,0,2,2,0,2,2,89
11499,"Ralph de Vermelles ",,M,0,2,2,0,3,3,68
11520,Bernard Fraser (in ELO and BWK) (brother of Ness and John of London),,M,1,2,3,1,3,4,1
11599,Reginald of Carriden,,M,0,2,2,0,3,3,71
11629,"Robert de Campania (Champagne), son of Nicholas",,M,0,2,2,0,3,3,9
11678,"Richard, son of Henry Cissor of Durham",,M,0,2,2,0,2,2,3
11760,"Alan, carpenter, son of William the carpenter of Coldingham ",,M,1,2,3,1,2,3,3
11782,"Ralph of Coldingham, doorward",,M,0,2,2,0,2,2,3
11797,"Ralph, messenger, son of Alan, granger of Coldingham ",,M,1,2,3,1,3,4,3
11885,"Adam Wiseman ",,M,0,2,2,0,2,2,3
11911,"Emma, daughter of Elias Dunning ",,F,0,2,2,0,2,2,3
12040,"John of Dunbar, burgess of Berwick",,M,0,2,2,0,2,2,72
12385,Richard Wallace (12C),,M,0,2,2,0,5,5,71
12446,Thomas of Kirkconnell (son of Andrew),,M,0,2,2,0,4,4,75
12454,"Stephen, son of Stephen of Kinnerley",,M,0,2,2,0,4,4,68
12504,"Malcolm of Kilspindie, son of Ralph of Kilspindie",,M,0,2,2,0,2,2,67
12585,"Robert, son of Simon of Nenthorn",,M,0,2,2,0,2,2,69
12675,Henry of Bessingham,,M,1,2,3,1,2,3,9
12852,"Thomas Noble, son of Ralph",,M,1,2,3,1,2,3,66
12902,Hugh Levedyman of Langhope,,M,0,2,2,0,2,2,3
12904,"Eve, wife of hugh Levedyman",,F,0,2,2,0,2,2,3
12994,William of Lumley,,M,0,2,2,0,2,2,3
13396,"Roger, lardiner",,M,0,2,2,0,2,2,3
13653,David Lindsay (I or II),,M,0,2,2,0,2,2,68
13654,"Christiana or Christina, wife of Walter of Lundin",,F,0,2,2,0,2,2,73
13683,"Patrick, son of Thomas of Quixwood",,M,0,2,2,0,2,2,3
13914,John de Vescy (d.1289),,M,0,2,2,0,3,3,71
14038,Alexander of Hadden,,M,0,2,2,0,2,2,69
14049,"Adam of Glasgow, burgess of Berwick",,M,0,2,2,0,2,2,69
14405,"Angier, son of Moses ",,M,0,2,2,0,2,2,69
14445,Magnus of Monorgan (son of Gilbert),,M,0,2,2,0,3,3,73
14557,Walter of Simprim,,M,0,2,2,0,2,2,3
14558,"Cecilia, wife of Walter of Simprim",,F,0,2,2,0,2,2,3
14598,"William, son of Beatrice of Swinton ",,M,0,2,2,0,2,2,3
14705,"Richard, son of Lesceline",,M,0,2,2,0,3,3,75
14711,"Michael, son of Matthew",,M,0,2,2,0,2,2,75
14834,William de Mayle of Bassendean,,M,0,2,2,0,2,2,72
14866,"Roger Norris, burgess of Berwick",,M,0,2,2,0,2,2,69
15158,John of Saltoun,,M,0,2,2,0,2,2,9
15159,"Agnes, wife of John of Saltoun",,F,0,2,2,0,2,2,9
15262,"William of Fintray, burgess of Aberdeen",,M,0,2,2,0,3,3,69
15338,"Henry, son of Malise steward of Strathearn",,M,0,2,2,0,4,4,89
15554,"William de Somerville (II), son of William ",,M,0,2,2,0,2,2,66
16030,"Gilbert or Gilla Brigte of Glencarnie (III), son of Gilbert (II)",,M,0,2,2,0,2,2,24
16046,Geoffrey Ridel (12/13C ROX),,M,0,2,2,0,3,3,72
16971,"William Murray, lord of Bothwell, pantler of Scotland",,M,0,2,2,0,2,2,70
4,"Ness, son of William, lord of Leuchars (d.1178x83)",,M,0,1,1,0,2,2,73
9,"William Gifford, son of Hugh Gifford, lord of Yester",,M,2,1,3,5,1,6,68
17,"John (I) Hastings, sheriff (12/13C)",,M,0,1,1,0,1,1,68
29,Scone Abbey (fd.c.1120),,I,43,1,44,92,1,93,73
31,"Hugh Gifford, lord of Yester",,M,2,1,3,3,1,4,68
34,"Humphrey Barclay, son of Theobald",,M,1,1,2,2,1,3,68
35,Roger de Mortimer (d.1217x27),,M,1,1,2,3,1,4,68
43,"John, abbot of Lindores (fl.1219-44)",,M,1,1,2,1,1,2,67
49,"William of Gullane, rector of Gullane",,M,2,1,3,3,1,4,68
71,"Swain, son of Thor of Ruthven (father of Alan)",,M,0,1,1,0,1,1,73
76,"Oswulf, son of Uhtred",,M,0,1,1,0,1,1,71
83,David Oliphant (12C),,M,0,1,1,0,1,1,9
84,"Ela, countess of Fife",,F,0,1,1,0,1,1,73
127,Newbattle Abbey (fd.1140),,I,85,1,86,150,1,151,1
128,Dryburgh Abbey (fd.1150),,I,119,1,120,198,1,199,9
145,Hugh Ridel (I),,M,0,1,1,0,1,1,72
152,"Herbert, king's chamberlain",,M,0,1,1,0,1,1,68
156,"Cecilia, wife of Robert Barclay",,F,0,1,1,0,1,1,71
173,"Baldwin of Biggar, sheriff of Lanark",,M,0,1,1,0,1,1,66
184,William de Somerville (I),,M,0,1,1,0,1,1,66
185,Geoffrey (I) Melville,,M,1,1,2,1,2,3,73
187,"Richard, nepos of Simon",,M,4,1,5,5,1,6,3
201,"John of Hownam, son of Orm, son of Eilaf",,M,0,1,1,0,1,1,71
202,"Andrew, bishop of Caithness (d.1184)",,M,1,1,2,1,1,2,73
226,"Merleswain, son of Colban, lord of Kennoway (fl.1150s-90s)",,M,1,1,2,1,1,2,68
232,"Christian, bishop of Whithorn (d.1186)",,M,0,1,1,0,1,1,68
237,"Morgan, earl of Mar (d.1182x83)",,M,0,1,1,0,3,3,73
258,William Uvieth,,M,0,1,1,0,1,1,73
272,Duncan de Lascelles (d.1227x9),,M,0,1,1,0,1,1,73
298,Walter Corbet,,M,0,1,1,0,6,6,72
302,"Henry Lovell, lord of Hawick",,M,0,1,1,0,1,1,73
317,"Edward, bishop of Aberdeen (d.1171)",,M,0,1,1,0,1,1,73
318,"Laurence, bishop of Dunblane",,M,0,1,1,0,1,1,68
328,"Serlo, clerk (fl.1156x66)",,M,0,1,1,0,1,1,72
338,"Alwine, abbot of Holyrood (d.1155)",,M,0,1,1,0,1,1,1
340,Thomas of London,,M,0,1,1,0,1,1,9
346,"Henry de Percy, son of Alan",,M,0,1,1,0,1,1,9
362,"Alexis, papal legate",,M,0,1,1,0,1,1,73
377,Hye of Simprim,,M,0,1,1,0,1,1,72
380,"Uhtred of Mow, son of Liulf",,M,0,1,1,0,1,1,72
381,Wice of Wiston,,M,0,1,1,0,1,1,72
389,"Edward, son of Earl Cospatric",,M,0,1,1,0,1,1,73
403,Ralph Ridel,,M,0,1,1,0,1,1,73
408,"Alexander, abbot of Coupar Angus (fl.1209-40)",,M,0,1,1,0,1,1,1
416,"Duncan, earl of Angus (d.x1214)",,M,0,1,1,0,2,2,68
417,"Gilchrist, earl of Angus (d.x1206)",,M,0,1,1,0,6,6,68
421,"Laurence, bishop of Argyll (d.1299x1300)",,M,0,1,1,0,1,1,66
461,"Geoffrey, abbot of Kelso (fl.1203)",,M,0,1,1,0,1,1,77
463,"German, prior of Coldingham (fl.1260)",,M,0,1,1,0,1,1,72
469,"Gilbert, bishop of Whithorn (d.1253)",,M,0,1,1,0,2,2,9
471,"Gilbert, prior of St Andrews",,M,0,1,1,0,1,1,68
472,"Gilbert, prior of St Andrews (d.1264)",,M,0,1,1,0,1,1,67
492,"Laurence, abbot of Melrose (d.1178)",,M,0,1,1,0,1,1,76
524,"Thor, son of Swain, lord of Tranent, sheriff of Edinburgh",,M,0,1,1,0,1,1,68
529,"Alan de Percy (le Meschin), son of Alan",,M,0,1,1,0,1,1,9
532,"Robert de Burneville, sheriff",,M,0,1,1,0,1,1,72
562,"William, son of Thor, sheriff of Stirling",,M,0,1,1,0,1,1,68
568,"Ragnvald, earl of Orkney (d.1158)",,M,0,1,1,0,1,1,75
657,Bernard Balliol (d.1154x62),,M,0,1,1,0,1,1,72
666,"Ralph, son of Dungal (d.c.1185)",,M,0,1,1,0,1,1,75
750,"Robert Barclay, brother of Walter",,M,0,1,1,0,1,1,71
764,"Elias, son of Nicholas, abbot of Holyrood",,M,0,1,1,0,1,1,66
767,"German, prior of Durham (d.1189)",,M,0,1,1,0,1,1,97
768,"William of Greenlaw, master (d.1247)",,M,2,1,3,3,1,4,72
775,"Hugh, bishop of Brechin (d.1218)",,M,0,1,1,0,6,6,68
779,"John, king of England (d.1216)",,M,1,1,2,2,1,3,68
793,"Turpin, bishop of Brechin  (fl.1165x69-1189x98)",,M,0,1,1,0,5,5,68
802,"Matthew, dean of Dunkeld (1214-36)",,M,0,1,1,0,1,1,79
812,"Richard I, king of England (d.1199)",,M,0,1,1,0,1,1,68
813,"Richard, abbot of Coupar Angus (fl.1207-09)",,M,0,1,1,0,1,1,81
830,"Walter, bishop of Whithorn (d.1235)",,M,0,1,1,0,1,1,9
839,Richard de Munfichet (Muschet),,M,1,1,2,1,1,2,68
844,William Ogilvie,,M,0,1,1,0,1,1,74
851,Richard de FrÄŹĹĽËťville (Friville),,M,0,1,1,0,2,2,68
854,"Gervase Avenel, lord of Eskdale (d.1219)",,M,0,1,1,0,3,3,71
855,"Bernard, son of Brian, lord of Hadden",,M,0,1,1,0,2,2,72
869,"Simon, prior of Coldingham (fl.1189x1203)",,M,0,1,1,0,1,1,82
884,"Thomas, abbot of Dryburgh  (fl.1200x34)",,M,0,1,1,0,1,1,9
887,"Richard, son of Hugh de Camera",,M,0,1,1,0,1,1,73
892,"William of Conisbrough, lord of Staplegordon",,M,0,1,1,0,1,1,72
896,"Henry Graham, son of Peter, sheriff",,M,0,1,1,0,1,1,1
900,"Adam, son of Gilbert, son of Richer, lord of Kilbucho",,M,3,1,4,3,1,4,73
905,"David Lindsay (I), son of William (II) (d.c.1220)",,M,0,1,1,0,1,1,1
915,"Robert, son of Warnebald, sheriff of Lanark (d.1242x45)",,M,1,1,2,1,3,4,68
917,Henry of Carmunnock,,M,0,1,1,0,1,1,66
933,"William of Hownam, son of John, son of Orm (d.1227)",,M,1,1,2,1,2,3,71
936,Robert Hunaud,,M,1,1,2,1,2,3,72
937,"Roland, son-in-law of Nicholas de CÄŹĹĽËťtentin",,M,1,1,2,1,2,3,72
939,Nicholas de CÄŹĹĽËťtentin,,M,0,1,1,0,1,1,66
941,Reginald Prat of Tynedale (TRW),,M,0,1,1,0,1,1,68
942,Hugh of Calder,,M,0,1,1,0,1,1,73
947,"Patrick, son of Cospatric, earl of Dunbar",,M,0,1,1,0,1,1,72
960,"Aed/Hugh, son of Aed, son of Gilla Micheil earl of Fife (fl.1160s)",,M,0,1,1,0,1,1,73
961,"Henry of Braid, sheriff of Edinburgh (early 13C)",,M,0,1,1,0,1,1,68
966,Henry Revel,,M,1,1,2,1,1,2,68
1019,Walter of Windsor,,M,0,1,1,0,1,1,71
1020,"Adam, son of Odo of Kinninmonth",,M,3,1,4,5,1,6,68
1023,"Gilchrist, abbot of cÄŹĹĽËťli De of St Andrews",,M,0,1,1,0,1,1,73
1037,"Hugh Freskin, lord of Sutherland (d.p.1214)",,M,0,1,1,0,1,1,78
1039,Lindores Abbey (fd1190),,I,69,1,70,111,1,112,67
1040,"Hugh de Normanville, lord of Maxton",,M,0,1,1,0,1,1,71
1052,Walcher de Chartres,,M,0,1,1,0,1,1,72
1056,"Muriel, wife of Robert of Landells",,F,0,1,1,0,1,1,72
1059,"Matilda, daughter of Anselm of Mow",,F,1,1,2,1,3,4,72
1072,Simon Lockhart (12C),,M,0,1,1,0,1,1,72
1077,William de Mortimer (12C),,M,0,1,1,0,1,1,73
1079,"Alexander of Synton (II), sheriff of Fife (d.1293)",,M,0,1,1,0,1,1,72
1084,Thomas Thancard,,M,0,1,1,0,1,1,68
1099,"William, earl of Sutherland (d.1248)",,M,0,1,1,0,1,1,78
1102,"William, son of William, son of Freskin (William II Freskin aka Murray (d.1226))",,M,0,1,1,0,1,1,68
1104,"Eadwulf, son of Gamel",,M,0,1,1,0,2,2,72
1118,Ivo de Vieuxpont,,M,1,1,2,1,1,2,9
1138,"Henry Bald, burgess of Perth",,M,1,1,2,1,1,2,73
1157,"Uhtred, son of Oswulf",,M,0,1,1,0,1,1,71
1170,"Walter, son of Sibbald",,M,0,1,1,0,1,1,68
1173,Robert Crook,,M,1,1,2,1,1,2,66
1194,Holm Cultram Abbey (fd.1150),,I,35,1,36,49,1,50,75
1206,"John of Gullane, clerk of bishop William Malveisin",,M,0,1,1,0,1,1,3
1219,"Walter, son of Walter Corbet",,M,0,1,1,0,1,1,71
1226,"Geoffrey, son of Richard, of Inverkunglas, sheriff",,M,1,1,2,3,1,4,68
1228,"John of Stirling, knight, sheriff of Stirling",,M,0,1,1,0,1,1,70
1232,"Eve, wife of Philip Melville",,F,0,1,1,0,1,1,68
1233,"Philip Melville, justiciar of Scotia",,M,0,1,1,0,1,1,68
1238,Robert of Roos (II) (d.1226/7),,M,0,1,1,0,1,1,68
1257,Donald Abb of Brechin,,M,0,1,1,0,1,1,68
1267,Robert de Quarrantilly,,M,0,1,1,0,1,1,9
1296,William Noble of Garleton,,M,1,1,2,1,1,2,1
1298,"John Abb, son of Malise of Brechin",,M,0,1,1,0,1,1,68
1316,"Gilbert or Gilla Brigte Scott of Monorgan, son of Ewen, nepos of Bishop Andrew",,M,2,1,3,2,1,3,67
1320,"David Hastings, earl of Atholl (d.1247)",,M,0,1,1,0,2,2,74
1329,Roger de St Michael,,M,0,1,1,0,1,1,68
1339,Ralph de Vere,,M,0,1,1,0,1,1,72
1344,"Hugh Malherbe (II), son of Hugh",,M,0,1,1,0,1,1,68
1367,"William, son of Bernard",,M,0,1,1,0,3,3,68
1373,"Richard, son of Michael of Peaston, expensarius",,M,0,1,1,0,2,2,70
1380,"Dougal, son of Suibne (MacSween)",,M,0,1,1,0,1,1,66
1384,"Bernard, son of William, son of Bernard",,M,0,1,1,0,3,3,68
1390,"John Murray, son of John of London",,M,0,1,1,0,2,2,1
1391,Fulk Soulis,,M,0,1,1,0,1,1,1
1399,"Margaret, daughter of Orm of Abernethy, wife of Henry Revel",,F,0,1,1,0,1,1,73
1456,"Olaf I, king of the Isles (d.ca.1153)",,M,0,1,1,0,1,1,9
1536,"Unknown, king of the Isles",,M,0,1,1,0,1,1,83
1674,Roger d'Eu (12C),,M,0,1,1,0,1,1,72
1738,"Elias, canon of Glasgow (2)",,M,0,1,1,0,1,1,66
1774,Thomas (I) of Morham,,M,0,1,1,0,1,1,1
1790,"Norman, son of Malcolm, constable of Inverurie (d.c.1243)",,M,1,1,2,2,1,3,67
1802,"William Wascelin, knight",,M,0,1,1,0,1,1,67
1847,"Peter of Paxton, master",,M,0,1,1,0,2,2,68
1848,"Ada, daughter of Earl David, wife of Malise of Strathearn",,F,0,1,1,0,1,1,67
1886,"Richard of Potton, bishop of Aberdeen (d.1270 or 1272)",,M,0,1,1,0,1,1,86
1900,Richard Ridel,,M,0,1,1,0,2,2,72
1933,"John, prior of May (fl.c.1204-15)",,M,0,1,1,0,1,1,84
1958,"Andrew Fraser, knight",,M,0,1,1,0,1,1,72
1968,"Elphin (Alpin?), prior of Inchaffray  (fl.1219-20)",,M,0,1,1,0,1,1,67
1976,"Roger of Derby, precentor of Aberdeen (d.a.1270)",,M,0,1,1,0,1,1,73
1977,"Laurence of Daleri, minister of Aberdeen Friars (fl.1273-93)",,M,0,1,1,0,2,2,85
1979,"William de Crachin, dean of Brechin (d.1269x75)",,M,0,1,1,0,1,1,68
1986,"Gerard Lindsay, son of David (I) (d.1249)",,M,0,1,1,0,3,3,1
1989,"Hugh of Benholm, bishop of Aberdeen (d.1282)",,M,0,1,1,0,1,1,86
2005,"David Graham, lord of Lovat (d.c.1272)",,M,10,1,11,15,1,16,66
2008,"Simon (de Gunby), bishop of Moray (d.1251)",,M,1,1,2,1,2,3,10
2013,Simon of Gartly,,M,1,1,2,1,1,2,67
2021,"Gregory, prior of Whithorn (fl.1235x1254)",,M,0,1,1,0,2,2,9
2035,"Walter of Kirkham, bishop of Durham (d.1260)",,M,0,1,1,0,1,1,88
2048,"Gervase Ridel, later canon of Jedburgh",,M,0,1,1,0,1,1,73
2051,Gilbert de Umfraville (d.1245),,M,0,1,1,0,4,4,72
2064,Roger Wyrfaut,,M,2,1,3,2,2,4,73
2065,Robert Menzies (d.1267),,M,0,1,1,0,1,1,74
2068,Walter Bisset (13C),,M,0,1,1,0,1,1,74
2071,"William Hay (IV), lord of Borthwick (son of John)",,M,0,1,1,0,2,2,1
2090,Richard Burnard of Fairnington,,M,0,1,1,0,1,1,71
